REG AB,CLAVE CSF,TROQUEL AB,PRINCIPIO ACTIVO,NOMBRE COMERCIAL,POTENCIA,CONTENIDO,FORMA FARMACEUTICA,LABORATORIO,MONTO-FIJO A APLICAR
32763,5100802,5100802,GLIMEPIRIDE,GLIMEPIRIDA GEN MED,4 MG,30,COMPRIMIDOS,TECHSPHERE,68.22
33504,5136811,5136811,GLIMEPIRIDE,GLIMEPIRIDA NORTHIA,4 MG,15,COMPRIMIDOS,NORTHIA,21.33
33505,5136813,5136813,GLIMEPIRIDE,GLIMEPIRIDA NORTHIA,4 MG,30,COMPRIMIDOS,NORTHIA,68.22
42328,4891133,4891133,GLIMEPIRIDE,GLIMEPLIC,2 MG,30,COMPRIMIDOS,BALIARDA,35.79
42330,4891213,4891213,GLIMEPIRIDE,GLIMEPLIC,4 MG,30,COMPRIMIDOS,BALIARDA,68.22
27320,4841473,4841473,GLIMEPIRIDE,GLUCOPIRIDA,4 MG,30,COMPRIMIDOS,BIOTENK,68.22
33597,4841474,4841474,GLIMEPIRIDE,GLUCOPIRIDA,4 MG,50,COMPRIMIDOS,BIOTENK,103.60
43473,4261572,4261572,GLIMEPIRIDE,HIPOGLUT,2 MG,30,COMPRIMIDOS,GADOR,65.32
43474,4261652,4261652,GLIMEPIRIDE,HIPOGLUT,4 MG,30,COMPRIMIDOS,GADOR,118.82
24790,4316011,4316011,GLIMEPIRIDE,ISLOPIR,2 MG,30,COMPRIMIDOS,CRAVERI,65.32
24791,4316012,4316012,GLIMEPIRIDE,ISLOPIR,2 MG,60,COMPRIMIDOS,CRAVERI,127.28
24793,4316191,4316191,GLIMEPIRIDE,ISLOPIR,4 MG,15,COMPRIMIDOS,CRAVERI,56.25
24794,4316192,4316192,GLIMEPIRIDE,ISLOPIR,4 MG,30,COMPRIMIDOS,CRAVERI,118.82
32673,5098701,5098701,GLIMEPIRIDE,LOMET,4 MG,15,COMPRIMIDOS,MICROSULES ARG.,56.25
32674,5098702,5098702,GLIMEPIRIDE,LOMET,4 MG,30,COMPRIMIDOS,MICROSULES ARG.,118.82
38770,5511841,5511841,GLIMEPIRIDE,NEXT STEP 2,2 MG,30,COMPRIMIDOS,FRANCELAB,35.79
38772,5511971,5511971,GLIMEPIRIDE,NEXT STEP 4,4 MG,30,COMPRIMIDOS,FRANCELAB,118.82
33985,5194091,5194091,GLIPIZIDA,GLIPIZIDA GEN MED,5 MG,30,COMPRIMIDOS,TECHSPHERE,28.41
33986,5194092,5194092,GLIPIZIDA,GLIPIZIDA GEN MED,5 MG,90,COMPRIMIDOS,TECHSPHERE,77.81
7335,2225471,2225471,GLIPIZIDA,MINODIAB,5 MG,30,COMPRIMIDOS,PFIZER,30.88
7336,2225472,2225472,GLIPIZIDA,MINODIAB,5 MG,90,COMPRIMIDOS,PFIZER,86.61
32796,3427331,3427331,HALOPERIDOL,ENABRAN (EX ANTINEURAL HANDEL),10 MG,60,COMPRIMIDOS,CASASCO,108.23
34123,5241451,5241451,HALOPERIDOL,HALOPERIDOL DENVER FARMA,10 MG,60,COMPRIMIDOS,DENVER FARMA,108.23
34122,4643212,4643212,HALOPERIDOL,HALOPERIDOL DENVER FARMA,5 MG,60,COMPRIMIDOS,DENVER FARMA,88.09
27526,4643472,4643472,HALOPERIDOL,HALOPERIDOL DENVER FARMA 1 UNIDAD,150 MG,3,AMPOLLA,DENVER FARMA,117.93
9662,4543063,4543063,HALOPERIDOL,HALOPERIDOL MEDIPHARMA,10 MG,30,COMPRIMIDOS,MEDIPHARMA,98.18
24059,4543065,4543065,HALOPERIDOL,HALOPERIDOL MEDIPHARMA,10 MG,50,COMPRIMIDOS,MEDIPHARMA,163.69
9658,4542993,4542993,HALOPERIDOL,HALOPERIDOL MEDIPHARMA,5 MG,30,COMPRIMIDOS,MEDIPHARMA,52.99
25908,4542995,4542995,HALOPERIDOL,HALOPERIDOL MEDIPHARMA,5 MG,50,COMPRIMIDOS,MEDIPHARMA,88.38
29413,4617991,4617991,HALOPERIDOL,HALOPERIDOL VANNIER,1 MG,20,COMPRIMIDOS,VANNIER,9.68
29415,4618141,4618141,HALOPERIDOL,HALOPERIDOL VANNIER,10 MG,20,COMPRIMIDOS,VANNIER,46.81
29414,4618061,4618061,HALOPERIDOL,HALOPERIDOL VANNIER,5 MG,20,COMPRIMIDOS,VANNIER,23.84
34071,4617731,4617731,HALOPERIDOL,HALOPERIDOL VANNIER,,20,GOTAS,VANNIER,14.74
3974,0438862,438862,HALOPERIDOL,HALOPIDOL,1 MG,100,COMPRIMIDOS,JANSSEN-CILAG,52.75
4554,2422722,2472722,HALOPERIDOL,HALOPIDOL,10 MG,60,COMPRIMIDOS,JANSSEN-CILAG,173.99
27869,0445114,445114,HALOPERIDOL,HALOPIDOL,2 MG,15,SOLUCION,JANSSEN-CILAG,34.92
3971,0445112,445112,HALOPERIDOL,HALOPIDOL,2 MG,20,SOLUCION,JANSSEN-CILAG,14.74
3972,0445113,445113,HALOPERIDOL,HALOPIDOL,2 MG,50,SOLUCION,JANSSEN-CILAG,27.48
3975,2472802,2472802,HALOPERIDOL,HALOPIDOL,5 MG,60,COMPRIMIDOS,JANSSEN-CILAG,122.15
28659,0439013,439013,HALOPERIDOL,HALOPIDOL 5 UNIDADES,5 MG,5,AMPOLLA,JANSSEN-CILAG,165.97
4555,3200101,3200101,HALOPERIDOL,HALOPIDOL DECANOATO 1 UNIDAD,,1,AMPOLLA,JANSSEN-CILAG,97.48
4556,3200102,3200102,HALOPERIDOL,HALOPIDOL DECANOATO 1 UNIDAD,,3,AMPOLLA,JANSSEN-CILAG,149.40
27873,2723022,2723022,HALOPERIDOL,HALOPIDOL FORTE,,30,GOTAS,JANSSEN-CILAG,166.05
13679,3690841,3690841,HALOPERIDOL,LIMERIX,1 MG,100,COMPRIMIDOS,IVAX ARG.,31.49
13681,3691091,3691091,HALOPERIDOL,LIMERIX,10 MG,100,COMPRIMIDOS,IVAX ARG.,211.95
13682,3691171,3691171,HALOPERIDOL,LIMERIX,2 MG,20,GOTAS,IVAX ARG.,14.74
13680,3690921,3690921,HALOPERIDOL,LIMERIX,5 MG,100,COMPRIMIDOS,IVAX ARG.,113.25
13684,3691251,3691251,HALOPERIDOL,LIMERIX 2 UNIDADES,5 MG,2,INYECTABLE,IVAX ARG.,31.41
43787,4026441,4026441,HIDROCLOROTIAZIDA,DIURAL,50 MG,15,COMPRIMIDOS,LEPETIT,16.10
13734,4026442,4026442,HIDROCLOROTIAZIDA,DIURAL,50 MG,30,COMPRIMIDOS,LEPETIT,31.50
40423,5624262,5624262,HIDROCLOROTIAZIDA,DIUREX,12.5 MG,30,COMPRIMIDOS,BAGO,39.67
5739,4854761,4854761,HIDROCLOROTIAZIDA,DIUREX,25 MG,30,COMPRIMIDOS,BAGO,36.11
19765,0658484,658484,HIDROCLOROTIAZIDA,DIUREX,50 MG,60,COMPRIMIDOS,BAGO,103.79
48418,6143391,6143391,HIDROCLOROTIAZIDA,DIURITEN,12.5 MG,30,COMPRIMIDOS,ROUX OCEFA,34.48
48419,6143421,6143421,HIDROCLOROTIAZIDA,DIURITEN,25 MG,30,COMPRIMIDOS,ROUX OCEFA,36.11
48420,6143551,6143551,HIDROCLOROTIAZIDA,DIURITEN,50 MG,30,COMPRIMIDOS,ROUX OCEFA,38.65
37368,4966771,4966771,HIDROCLOROTIAZIDA,HCT 25,,30,COMPRIMIDOS,INVESTI,22.86
7007,0866622,866622,HIDROCLOROTIAZIDA,TANDIUR,,30,COMPRIMIDOS,RAYMOS,38.65
45858,5187382,5187382,HIDROCLOROTIAZIDA+AMILORIDA,AMILOCLOR,5 MG,30,COMPRIMIDOS,KLONAL,24.73
34397,5207871,5207871,HIDROCLOROTIAZIDA+AMILORIDA,AMILORIDA+HIDROCLOTIAZIDA GEN MED,,50,COMPRIMIDOS,TECHSPHERE,17.30
43285,0194072,194072,HIDROCLOROTIAZIDA+AMILORIDA,BISDIUR,,30,COMPRIMIDOS,LEPETIT,11.90
29408,4458001,4458001,HIDROCLOROTIAZIDA+AMILORIDA,CO-AMILOZIDE VANNIER,,20,COMPRIMIDOS,VANNIER,12.28
36383,51688152,5168815,HIDROCLOROTIAZIDA+AMILORIDA,DIUR POT,,50,COMPRIMIDOS,NORTHIA,17.30
41831,5737392,5737392,HIDROCLOROTIAZIDA+AMILORIDA,DIUREX A,12.5/1.,30,COMPRIMIDOS,BAGO,25.60
36779,5381262,5381262,HIDROCLOROTIAZIDA+AMILORIDA,DIUREX A,25/2.5M,30,COMPRIMIDOS,BAGO,24.84
32448,4413372,4413372,HIDROCLOROTIAZIDA+AMILORIDA,DIUREX A,50/5 MG,30,COMPRIMIDOS,BAGO,24.73
1363,2860062,2860062,HIDROCLOROTIAZIDA+AMILORIDA,HIDRENOX A,,50,COMPRIMIDOS,IVAX ARG.,36.24
39081,1733104,1733104,HIDROCLOROTIAZIDA+AMILORIDA,MODURETIC,,30,COMPRIMIDOS,MERCK SHARP,11.90
5385,1733102,1733102,HIDROCLOROTIAZIDA+AMILORIDA,MODURETIC,,50,COMPRIMIDOS,MERCK SHARP,17.30
22138,4680501,4680501,HIDROCLOROTIAZIDA+AMILORIDA,REN-UR,,20,COMPRIMIDOS,LAFEDAR,17.10
22139,4680502,4680502,HIDROCLOROTIAZIDA+AMILORIDA,REN-UR,,50,COMPRIMIDOS,LAFEDAR,36.24
22140,4680503,4680503,HIDROCLOROTIAZIDA+AMILORIDA,REN-UR,,100,COMPRIMIDOS,LAFEDAR,89.80
33011,5148021,5148021,HIDROXICLOROQUINA,AXOKINE,200 MG,30,COMPRIMIDOS,ASTRAZENECA,110.09
15235,3817571,3817571,HIDROXICLOROQUINA,EVOQUIN,200 MG,60,COMPRIMIDOS,IVAX ARG.,164.22
16002,3960111,3960111,HIDROXICLOROQUINA,METIREL,200 MG,30,COMPRIMIDOS,ASTRAZENECA,128.38
16222,3960113,3960113,HIDROXICLOROQUINA,METIREL,200 MG,60,COMPRIMIDOS,ASTRAZENECA,226.31
37581,5208681,5208681,HIDROXICLOROQUINA,NARBON,200 MG,30,COMPRIMIDOS,BUXTON,110.09
33581,5208682,5208682,HIDROXICLOROQUINA,NARBON,200 MG,60,COMPRIMIDOS,BUXTON,164.22
22803,4397381,4397381,HIDROXICLOROQUINA,PLAQUENIL,200 MG,60,COMPRIMIDOS,SANOFI-AVENTIS,226.31
27530,4849232,4849232,HIDROXICLOROQUINA,POLIRREUMIN,200 MG,60,COMPRIMIDOS,TRB-PHARMA,164.22
9029,2574792,2574792,INDAPAMIDA,BAJATEN,2.50 MG,30,GRAGEAS,ELEA,23.19
8021,2837471,2837471,INDAPAMIDA,INDAPAMIDA CHOBET DUREMID,,50,COMPRIMIDOS,SOUBEIRAN CHOBET,49.83
23278,4547021,4547021,INDAPAMIDA,NATRILIX SR,1.50 MG,30,COMPRIMIDOS,SERVIER,61.31
4737,2451852,2451852,INDAPAMIDA,NORANAT,,30,COMPRIMIDOS,NOVA ARGENTIA,35.10
4738,2451853,2451853,INDAPAMIDA,NORANAT,,60,COMPRIMIDOS,NOVA ARGENTIA,66.69
48157,6143976,6143976,INDAPAMIDA,NORANAT SR,1.5 MG,30,COMPRIMIDOS,NOVA ARGENTIA,58.97
13922,3721022,3721012,INMUNOGLOBULINA ANTIHEPATITIS B,IGANTIBE (GAMMAGLOBULINA HUMANA ANTIHEPATITIS B GRIFOLS 1 UD,1000 UI,5,AMPOLLA,GRIFOLS,100 % PRECIO VENTA PUBLICO
15409,3720951,3720951,INMUNOGLOBULINA ANTIHEPATITIS B,IGANTIBE (GAMMAGLOBULINA HUMANA ANTIHEPATITIS B GRIFOLS 1 UD,600 UI,3,FRASCO AMPOLLA,GRIFOLS,100 % PRECIO VENTA PUBLICO
11757,2385442,2385442,INMUNOGLOBULINA ANTI-RHO,PARTOBEN 1 UNIDAD,330 MG,1,FRASCO AMPOLLA,PURISSIMUS,100 % PRECIO VENTA PUBLICO
31833,5066791,5066791,INSULINA ASPARTATO,INSULINA NOVORAPID FLEXPEN HM 5 UNIDADES,100 UI,3,LAPICERA,NOVO NORDISK,100 % PRECIO VENTA PUBLICO
30360,4691731,4691731,INSULINA ASPARTATO,INSULINA NOVORAPID PENFILL HM 5 UNIDADES,100 UI,3,AMPOLLA,NOVO NORDISK,100 % PRECIO VENTA PUBLICO
17148,2947021,2947021,INSULINA BOVINA,INSULINA BIOBRAS BOVINA CORRIENTE ELVETIUM 1 UNIDAD,100 UI,10,FRASCO AMPOLLA,IVAX ARG.,100 % PRECIO VENTA PUBLICO
17149,2948511,2948511,INSULINA BOVINA,INSULINA BIOBRAS BOVINA NPH ELVETIUM 1 UNIDAD,100 UI,10,FRASCO AMPOLLA,IVAX ARG.,100 % PRECIO VENTA PUBLICO
16711,2949761,2949761,INSULINA BOVINA,INSULINA BOVINA BETASINT CORRIENTE 1 UNIDAD,100 UI,10,INYECTABLE,BETA,100 % PRECIO VENTA PUBLICO
1413,2949501,2949501,INSULINA BOVINA,INSULINA BOVINA BETASINT CORRIENTE 1 UNIDAD,40 UI,10,INYECTABLE,BETA,100 % PRECIO VENTA PUBLICO
1414,2949681,2949681,INSULINA BOVINA,INSULINA BOVINA BETASINT CORRIENTE 1 UNIDAD,80 UI,10,INYECTABLE,BETA,100 % PRECIO VENTA PUBLICO
16712,2950071,2950071,INSULINA BOVINA,INSULINA BOVINA BETASINT LENTA 1 UNIDAD,100 UI,10,INYECTABLE,BETA,100 % PRECIO VENTA PUBLICO
1415,2949841,2949841,INSULINA BOVINA,INSULINA BOVINA BETASINT LENTA 1 UNIDAD,40 UI,10,INYECTABLE,BETA,100 % PRECIO VENTA PUBLICO
1416,2949921,2949921,INSULINA BOVINA,INSULINA BOVINA BETASINT LENTA 1 UNIDAD,80 UI,10,INYECTABLE,BETA,100 % PRECIO VENTA PUBLICO
16710,2949421,2949421,INSULINA BOVINA,INSULINA BOVINA BETASINT NPH 1 UNIDAD,100 UI,10,INYECTABLE,BETA,100 % PRECIO VENTA PUBLICO
1417,2949261,2949261,INSULINA BOVINA,INSULINA BOVINA BETASINT NPH 1 UNIDAD,40 UI,10,INYECTABLE,BETA,100 % PRECIO VENTA PUBLICO
1418,2949341,2949341,INSULINA BOVINA,INSULINA BOVINA BETASINT NPH 1 UNIDAD,80 UI,10,INYECTABLE,BETA,100 % PRECIO VENTA PUBLICO
5796,3137761,3137761,INSULINA HUMANA,INSULINA ACTRAPID HM 1 UNIDAD,100 UI,10,INYECTABLE,NOVO NORDISK,100 % PRECIO VENTA PUBLICO
9906,3137501,3137501,INSULINA HUMANA,INSULINA ACTRAPID HM PENFILL 5 UNIDADES,100 UI,1.5,INYECTABLE,NOVO NORDISK,100 % PRECIO VENTA PUBLICO
24019,3137502,3137502,INSULINA HUMANA,INSULINA ACTRAPID HM PENFILL 5 UNIDADES,100 UI,3,INYECTABLE,NOVO NORDISK,100 % PRECIO VENTA PUBLICO
28288,4508671,4508671,INSULINA HUMANA,INSULINA ACTRAPID NOVOLET 5 UNIDADES,100 UI,3,FRASCO AMPOLLA,NOVO NORDISK,100 % PRECIO VENTA PUBLICO
1234,3109701,3109701,INSULINA HUMANA,INSULINA BETALIN HUMANA CORRIENTE,40 UI,10,INYECTABLE,BETA,100 % PRECIO VENTA PUBLICO
1615,3109961,3109961,INSULINA HUMANA,INSULINA BETALIN HUMANA CORRIENTE 1 UNIDAD,100 UI,10,INYECTABLE,BETA,100 % PRECIO VENTA PUBLICO
12275,3109964,3109964,INSULINA HUMANA,INSULINA BETALIN HUMANA CORRIENTE 5 UNIDADES,100 UI,1.5,INYECTABLE,BETA,100 % PRECIO VENTA PUBLICO
26232,3109965,3109965,INSULINA HUMANA,INSULINA BETALIN HUMANA CORRIENTE 5 UNIDADES,100 UI,3,INYECTABLE,BETA,100 % PRECIO VENTA PUBLICO
1617,3112751,3112751,INSULINA HUMANA,INSULINA BETALIN HUMANA LENTA,100 UI,10,INYECTABLE,BETA,100 % PRECIO VENTA PUBLICO
1236,3112591,3112591,INSULINA HUMANA,INSULINA BETALIN HUMANA LENTA 1 UNIDAD,40 UI,10,INYECTABLE,BETA,100 % PRECIO VENTA PUBLICO
1616,3112411,3112411,INSULINA HUMANA,INSULINA BETALIN HUMANA NPH 1 UNIDAD,100 UI,10,INYECTABLE,BETA,100 % PRECIO VENTA PUBLICO
1235,3112251,3112251,INSULINA HUMANA,INSULINA BETALIN HUMANA NPH 1 UNIDAD,40 UI,10,INYECTABLE,BETA,100 % PRECIO VENTA PUBLICO
12274,3112414,3112414,INSULINA HUMANA,INSULINA BETALIN HUMANA NPH 5 UNIDADES,100 UI,1.5,INYECTABLE,BETA,100 % PRECIO VENTA PUBLICO
26231,3112415,3112415,INSULINA HUMANA,INSULINA BETALIN HUMANA NPH 5 UNIDADES,100 UI,3,INYECTABLE,BETA,100 % PRECIO VENTA PUBLICO
4250,3164311,3164311,INSULINA HUMANA,INSULINA HUMANA HUMULIN N NPH 1 UNIDAD,100 UI,10,INYECTABLE,ELI LILLY,100 % PRECIO VENTA PUBLICO
28090,3164231,3164231,INSULINA HUMANA,INSULINA HUMANA HUMULIN R (EX C) 1 UNIDAD,100 UI,10,INYECTABLE,ELI LILLY,100 % PRECIO VENTA PUBLICO
18084,4041951,4041951,INSULINA HUMANA,INSULINA HUMULIN L 1 UNIDAD,100 UI,10,FRASCO AMPOLLA,ELI LILLY,100 % PRECIO VENTA PUBLICO
20801,3164314,3164314,INSULINA HUMANA,INSULINA HUMULIN NPH 5 UNIDADES,,3,FRASCO AMPOLLA,ELI LILLY,100 % PRECIO VENTA PUBLICO
27003,3164236,3164236,INSULINA HUMANA,INSULINA HUMULIN R 2 UNIDADES,,3,INYECTABLE,ELI LILLY,100 % PRECIO VENTA PUBLICO
33014,4508832,4508832,INSULINA HUMANA,INSULINA INSULATARD FLEXPEN HM 5 UNIDADES,100 UI,3,LAPICERA,NOVO NORDISK,100 % PRECIO VENTA PUBLICO
5801,3137921,3137921,INSULINA HUMANA,INSULINA INSULATARD HM 1 UNIDAD,100 UI,10,INYECTABLE,NOVO NORDISK,100 % PRECIO VENTA PUBLICO
24018,3137923,3137923,INSULINA HUMANA,INSULINA INSULATARD HM PENFILL 5 UNIDADES,100 UI,3,INYECTABLE,NOVO NORDISK,100 % PRECIO VENTA PUBLICO
28289,4508831,4508831,INSULINA HUMANA,INSULINA INSULATARD NOVOLET NPH 5 UNIDADES,100 UI,3,FRASCO AMPOLLA,NOVO NORDISK,100 % PRECIO VENTA PUBLICO
26449,4656181,4656181,INSULINA HUMANA,INSULINA INSUMAN N 1 UNIDAD,100 UI,1,FRASCO AMPOLLA,SANOFI-AVENTIS,100 % PRECIO VENTA PUBLICO
26450,4656261,4656261,INSULINA HUMANA,INSULINA INSUMAN N 5 UNIDADES,100 UI,3,FRASCO AMPOLLA,SANOFI-AVENTIS,100 % PRECIO VENTA PUBLICO
30182,4934871,4934871,INSULINA HUMANA,INSULINA INSUMAN OPTISET N,100 UI,3,INYECTABLE,SANOFI-AVENTIS,100 % PRECIO VENTA PUBLICO
30183,4934951,4934951,INSULINA HUMANA,INSULINA INSUMAN OPTISET R,100 UI,3,INYECTABLE,SANOFI-AVENTIS,100 % PRECIO VENTA PUBLICO
26447,4656001,4656001,INSULINA HUMANA,INSULINA INSUMAN R 1 UNIDAD,100 UI,5,FRASCO AMPOLLA,SANOFI-AVENTIS,100 % PRECIO VENTA PUBLICO
26448,4655931,4655931,INSULINA HUMANA,INSULINA INSUMAN R 5 UNIDADES,100 UI,3,FRASCO AMPOLLA,SANOFI-AVENTIS,100 % PRECIO VENTA PUBLICO
5798,3138171,3138171,INSULINA HUMANA,INSULINA MONOTARD HM 1 UNIDAD,100 UI,10,INYECTABLE,NOVO NORDISK,100 % PRECIO VENTA PUBLICO
27004,4218264,4218264,INSULINA HUMANA MODIFICADA,INSULINA HUMALOG 2 UNIDADES,100 UI,3,AMPOLLA,ELI LILLY,100 % PRECIO VENTA PUBLICO
19927,4218261,4218261,INSULINA LISPRO,INSULINA HUMALOG 1 UNIDAD,100 UI,10,AMPOLLA,ELI LILLY,100 % PRECIO VENTA PUBLICO
17150,2947361,2947361,INSULINA PORCINA,INSULINA BIOBRAS PORCINA CORRIENTE ELVETIUM 1 UNIDAD,100 UI,10,FRASCO AMPOLLA,IVAX ARG.,100 % PRECIO VENTA PUBLICO
17151,3755361,3755361,INSULINA PORCINA,INSULINA BIOBRAS PORCINA NPH ELVETIUM 1 UNIDAD,100 UI,10,FRASCO AMPOLLA,IVAX ARG.,100 % PRECIO VENTA PUBLICO
16565,3379401,3379401,INSULINA PORCINA,INSULINA MONOTARD MC 1 UNIDAD,100 UI,10,INYECTABLE,NOVO NORDISK,100 % PRECIO VENTA PUBLICO
16708,2971101,2971101,INSULINA PORCINA,INSULINA PORCINA BETASINT CORRIENTE 1 UNIDAD,100 UI,10,INYECTABLE,BETA,100 % PRECIO VENTA PUBLICO
1421,2970951,2970951,INSULINA PORCINA,INSULINA PORCINA BETASINT CORRIENTE 1 UNIDAD,40 UI,10,INYECTABLE,BETA,100 % PRECIO VENTA PUBLICO
1422,2971021,2971021,INSULINA PORCINA,INSULINA PORCINA BETASINT CORRIENTE 1 UNIDAD,80 UI,10,INYECTABLE,BETA,100 % PRECIO VENTA PUBLICO
20493,2971104,2971104,INSULINA PORCINA,INSULINA PORCINA BETASINT CORRIENTE 5 UNIDADES,100 UI,1.5,INYECTABLE,BETA,100 % PRECIO VENTA PUBLICO
16709,2970871,2970871,INSULINA PORCINA,INSULINA PORCINA BETASINT LENTA 1 UNIDAD,100 UI,10,INYECTABLE,BETA,100 % PRECIO VENTA PUBLICO
1423,2970611,2970611,INSULINA PORCINA,INSULINA PORCINA BETASINT LENTA 1 UNIDAD,40 UI,10,INYECTABLE,BETA,100 % PRECIO VENTA PUBLICO
1424,2970791,2970791,INSULINA PORCINA,INSULINA PORCINA BETASINT LENTA 1 UNIDAD,80 UI,10,INYECTABLE,BETA,100 % PRECIO VENTA PUBLICO
16707,2970531,2970531,INSULINA PORCINA,INSULINA PORCINA BETASINT NPH 1 UNIDAD,100 UI,10,INYECTABLE,BETA,100 % PRECIO VENTA PUBLICO
1425,2970371,2970371,INSULINA PORCINA,INSULINA PORCINA BETASINT NPH 1 UNIDAD,40 UI,10,INYECTABLE,BETA,100 % PRECIO VENTA PUBLICO
1426,2970451,2970451,INSULINA PORCINA,INSULINA PORCINA BETASINT NPH 1 UNIDAD,80 UI,10,INYECTABLE,BETA,100 % PRECIO VENTA PUBLICO
20494,2970534,2970534,INSULINA PORCINA,INSULINA PORCINA BETASINT NPH 5 UNIDADES,100 UI,1.5,INYECTABLE,BETA,100 % PRECIO VENTA PUBLICO
34008,5179235,5179235,"IPRATROPIO,BROMURO",AEROTROP,,250,AEROSOL/SPRAY,CASSARA,23.14
10599,3388311,3388311,"IPRATROPIO,BROMURO",ATROVENT,0.25 MG,20,SOLUCION,BOEHRINGER INGEL,22.84
21160,3388312,3388312,"IPRATROPIO,BROMURO",ATROVENT,0.25 MG,40,SOLUCION,BOEHRINGER INGEL,42.13
44182,5274751,5274751,"IPRATROPIO,BROMURO",ATROVENT HFA,,10,AEROSOL/SPRAY,BOEHRINGER INGEL,60.44
20079,4793381,4793381,ISONIACIDA,ISONIAC,100 MG,40,COMPRIMIDOS,KLONAL,100 % PRECIO VENTA PUBLICO
20080,4793461,4793461,ISONIACIDA,ISONIAC,300 MG,30,COMPRIMIDOS,KLONAL,100 % PRECIO VENTA PUBLICO
5080,2182811,2182811,ISONIACIDA,NICOTIBINA,300 MG,30,COMPRIMIDOS,SANOFI-AVENTIS,100 % PRECIO VENTA PUBLICO
9213,0078661,78661,"ISOSORBIDE,DINITRATO",ISORDIL,5 MG,24,COMPRIMIDOS,PFIZER,41.24
9214,0078662,78662,"ISOSORBIDE,DINITRATO",ISORDIL,5 MG,50,COMPRIMIDOS,PFIZER,62.49
45378,0449498,449498,"ISOSORBIDE,DINITRATO",ISOSORBIDE DINITRATO VANNIER,5 MG,30,COMPRIMIDOS,VANNIER,12.90
45624,3768653,3768653,"ISOSORBIDE,DINITRATO",MEDOCOR SUBLINGUAL,5 MG,30,COMPRIMIDOS,ROEMMERS,23.15
20738,4296721,4296721,"ISOSORBIDE,MONONITRATO",CILATRON,20 MG,30,COMPRIMIDOS,EUROFARMA,21.24
20739,4296981,4296981,"ISOSORBIDE,MONONITRATO",CILATRON AP,60 MG,30,COMPRIMIDOS,EUROFARMA,36.99
33135,3243011,3243011,"ISOSORBIDE,MONONITRATO",ISOSORBIDE 5 MONONITRATO GEN MED,20 MG,20,COMPRIMIDOS,TECHSPHERE,16.65
33136,3243012,3243012,"ISOSORBIDE,MONONITRATO",ISOSORBIDE 5 MONONITRATO GEN MED,20 MG,50,COMPRIMIDOS,TECHSPHERE,35.29
33137,3243191,3243191,"ISOSORBIDE,MONONITRATO",ISOSORBIDE 5 MONONITRATO GEN MED,40 MG,20,COMPRIMIDOS,TECHSPHERE,28.86
7804,2830521,2830521,"ISOSORBIDE,MONONITRATO",MEDOCOR,20 MG,20,COMPRIMIDOS,ROEMMERS,16.65
7805,2830522,2830522,"ISOSORBIDE,MONONITRATO",MEDOCOR,20 MG,40,COMPRIMIDOS,ROEMMERS,37.34
12605,3302672,3302672,"ISOSORBIDE,MONONITRATO",MEDOCOR AP,60 MG,30,CAPSULAS,ROEMMERS,59.72
12830,3596471,3596471,"ISOSORBIDE,MONONITRATO",MONOTRIN,20 MG,20,COMPRIMIDOS,BAGO,13.57
12831,3596472,3596472,"ISOSORBIDE,MONONITRATO",MONOTRIN,20 MG,40,COMPRIMIDOS,BAGO,35.34
12832,3596551,3596551,"ISOSORBIDE,MONONITRATO",MONOTRIN,40 MG,20,COMPRIMIDOS,BAGO,26.80
20284,3562472,3562472,"ISOSORBIDE,MONONITRATO",MONOTRIN RETARD,100 MG,20,COMPRIMIDOS,BAGO,45.85
33279,5180611,5180611,LAMOTRIGINA,EPILEPAX,100 MG,30,COMPRIMIDOS,IVAX ARG.,191.56
33280,5180771,5180771,LAMOTRIGINA,EPILEPAX,200 MG,30,COMPRIMIDOS,IVAX ARG.,321.92
33277,5180401,5180401,LAMOTRIGINA,EPILEPAX,25 MG,30,COMPRIMIDOS,IVAX ARG.,73.23
33278,5180561,5180561,LAMOTRIGINA,EPILEPAX,50 MG,30,COMPRIMIDOS,IVAX ARG.,117.89
39147,5039291,5039291,LAMOTRIGINA,LAGOTRAN,100 MG,15,COMPRIMIDOS,BETA,86.34
33153,5039292,5039292,LAMOTRIGINA,LAGOTRAN,100 MG,30,COMPRIMIDOS,BETA,191.56
41730,5039342,5039342,LAMOTRIGINA,LAGOTRAN,200 MG,30,COMPRIMIDOS,BETA,321.92
33151,5039082,5039082,LAMOTRIGINA,LAGOTRAN,25 MG,30,COMPRIMIDOS,BETA,73.23
33152,5039132,5039132,LAMOTRIGINA,LAGOTRAN,50 MG,30,COMPRIMIDOS,BETA,117.89
21954,4252825,4252825,LAMOTRIGINA,LAMICTAL DISPERSABLE,100 MG,30,COMPRIMIDOS,GLAXOSMITHKLINE,240.03
22445,4442583,4442583,LAMOTRIGINA,LAMICTAL DISPERSABLE,200 MG,30,COMPRIMIDOS,GLAXOSMITHKLINE,400.42
21953,4252745,4252745,LAMOTRIGINA,LAMICTAL DISPERSABLE,25 MG,30,COMPRIMIDOS,GLAXOSMITHKLINE,95.66
21952,4252665,4252665,LAMOTRIGINA,LAMICTAL DISPERSABLE,5 MG,30,COMPRIMIDOS,GLAXOSMITHKLINE,106.27
22444,4442403,4442403,LAMOTRIGINA,LAMICTAL DISPERSABLE,50 MG,30,COMPRIMIDOS,GLAXOSMITHKLINE,151.50
