Nro Reg,Troquel,Producto,Presentacion,Accion Terapeutica,Monodroga,Vademecum
16597,4001853,NEUTROMAX,30 MUI (300 MCG) F.A.X 5,FACTOR ESTIM.CREC.GRANULOCITOS,FILGRASTIM,CUBIERTOS CON AUTORIZACION PREVIA
16599,4001933,NEUTROMAX,48 MUI (480 MCG) F.A.X 5,FACTOR ESTIM.CREC.GRANULOCITOS,FILGRASTIM,CUBIERTOS CON AUTORIZACION PREVIA
50989,605813,NEUTROPINE,300MCG JGA.PRELL.X1X 1.5,FACTOR ESTIM.CREC.GRANULOCITOS,FILGRASTIM,CUBIERTOS CON AUTORIZACION PREVIA
50990,6058133,NEUTROPINE,300MCG JGA.PRELL.X5X 1.5,FACTOR ESTIM.CREC.GRANULOCITOS,FILGRASTIM,CUBIERTOS CON AUTORIZACION PREVIA
50991,6058001,PEG NEUTROPINE 6MG,JGA.PRELL.X 0.6 ML,FACTOR ESTIM.CREC.GRANULOCITOS,FILGRASTIM PEGUILADO,CUBIERTOS CON AUTORIZACION PREVIA
14812,3805014,AVERTEX 5 MG,COMP.REC.X 30,INHIBIDOR DE LA CONV.TESTOST.,FINASTERIDE,CUBIERTOS
31060,5021631,DARIC,COMP.X 30,INHIBIDOR DE LA CONV.TESTOST.,FINASTERIDE,CUBIERTOS
27686,9927686,FINASTERIDE CASASCO,5 MG COMP.X 30,INHIBIDOR DE LA CONV.TESTOST.,FINASTERIDE,CUBIERTOS
30942,5013012,FINASTERIDE PROST NORTHIA,5 MG COMP.X 30,INHIBIDOR DE LA CONV.TESTOST.,FINASTERIDE,CUBIERTOS
14398,3767742,FINASTERIN,COMP.REC.X 30,INHIBIDOR DE LA CONV.TESTOST.,FINASTERIDE,CUBIERTOS
21183,4342171,FINPROSTAT,5 MG COMP.X 30,INHIBIDOR DE LA CONV.TESTOST.,FINASTERIDE,CUBIERTOS CON AUTORIZACION PREVIA
39715,5606841,FINTERAC,5 MG COMP.REC.X 30,INHIBIDOR DE LA CONV.TESTOST.,FINASTERIDE,CUBIERTOS
19327,4363122,FLUTIAMIK,COMP.X 30,TERAPEUTICA PROSTATICA,FINASTERIDE,CUBIERTOS
48814,4127183,HPB PANALAB,5 MG COMP.REC.X 28,INHIBIDOR DE LA CONV.TESTOST.,FINASTERIDE,CUBIERTOS
23144,4127181,HPB PANALAB,5 MG COMP.REC.X 30,INHIBIDOR DE LA CONV.TESTOST.,FINASTERIDE,CUBIERTOS
48815,4127184,HPB PANALAB,5 MG COMP.REC.X 56,INHIBIDOR DE LA CONV.TESTOST.,FINASTERIDE,CUBIERTOS
39714,4127182,HPB PANALAB,5 MG COMP.REC.X 60,INHIBIDOR DE LA CONV.TESTOST.,FINASTERIDE,CUBIERTOS
49398,4127185,HPB PANALAB,5 MG COMP.REC.X 84,INHIBIDOR DE LA CONV.TESTOST.,FINASTERIDE,CUBIERTOS
17322,4077933,NASTERIL,5 MG COMP.REC.X 30,INHIBIDOR DE LA CONV.TESTOST.,FINASTERIDE,CUBIERTOS
11845,3508012,PROSCAR,COMP.X 30,INHIBIDOR DE LA CONV.TESTOST.,FINASTERIDE,CUBIERTOS
25611,4663192,PROSMIN,5 MG COMP.X 30,INHIBIDOR DE LA CONV.TESTOST.,FINASTERIDE,CUBIERTOS
33598,4663195,PROSMIN,5 MG COMP.X 50,INHIBIDOR DE LA CONV.TESTOST.,FINASTERIDE,CUBIERTOS
33946,4841974,PROSTANIL,5 MG COMP.REC.X 30,INHIBIDOR DE LA CONV.TESTOST.,FINASTERIDE,CUBIERTOS
48030,4768392,PROSTANOVAG,5 MG COMP.X 15,INHIBIDOR DE LA CONV.TESTOST.,FINASTERIDE,CUBIERTOS
26883,4768391,PROSTANOVAG,5 MG COMP.X 30,INHIBIDOR DE LA CONV.TESTOST.,FINASTERIDE,CUBIERTOS
13953,3631271,PROSTENE,5 MG COMP.X 30,INHIBIDOR DE LA CONV.TESTOST.,FINASTERIDE,CUBIERTOS
47454,5874976,PRUNUS,5 MG COMP.REC.X 30,INHIBIDOR DE LA CONV.TESTOST.,FINASTERIDE,CUBIERTOS
37375,5449711,Q-PROST,5 MG COMP.X 30,INHIBIDOR DE LA CONV.TESTOST.,FINASTERIDE,CUBIERTOS
43143,5551552,Q-PROST ALOPEX,COMP.X 30,ANTIALOPECICO,FINASTERIDE,CUBIERTOS
14264,3802881,TEALEP,5 MG COMP.REC.X 30,INHIBIDOR DE LA CONV.TESTOST.,FINASTERIDE,CUBIERTOS
42327,5619711,TRESARIDE,5 MG COMP.X 30,INHIBIDOR DE LA CONV.TESTOST.,FINASTERIDE,CUBIERTOS
38527,483834,UROTOTAL,COMP.X 30,INHIBIDOR DE LA CONV.TESTOST.,FINASTERIDE,CUBIERTOS
47094,6081971,GILENYA,0.5 MG CAPS.X 28,INMUNOMODULADOR,FINGOLIMOD,CUBIERTOS CON AUTORIZACION PREVIA
7701,2752071,DIONDEL,COMP.X 20,ANTIARRITMICO,FLECAINIDA,CUBIERTOS
7702,2752073,DIONDEL,COMP.X 50,ANTIARRITMICO,FLECAINIDA,CUBIERTOS
14972,418723,NERO,COMP.X 30,ANTIESPASMODICO,FLOROGLUCINOL+TRIMETOXIBENCENO,CUBIERTOS
14973,424322,NERO 40,A.X 6,ANTIESPASMODICO,FLOROGLUCINOL+TRIMETOXIBENCENO,CUBIERTOS
4547,2843571,FLUMOXAL,COMP.X 6,ANTIHELMINTICO,FLUBENDAZOL,CUBIERTOS
4546,2843651,FLUMOXAL,SUSP.ORAL X 30 ML,ANTIHELMINTICO,FLUBENDAZOL,CUBIERTOS
43689,5725841,ANTIMICON,150 MG COMP.X 1,ANTIMICOTICO,FLUCONAZOL,CUBIERTOS
43690,5725842,ANTIMICON,150 MG COMP.X 2,ANTIMICOTICO,FLUCONAZOL,CUBIERTOS
43691,5725843,ANTIMICON,150 MG COMP.X 4,ANTIMICOTICO,FLUCONAZOL,CUBIERTOS
47130,6022971,CANSIS,150 MG COMP.X 2,ANTIMICOTICO USO SISTEMICO,FLUCONAZOL,CUBIERTOS
47131,6022972,CANSIS,150 MG COMP.X 4,ANTIMICOTICO USO SISTEMICO,FLUCONAZOL,CUBIERTOS
31519,4917381,DAMICOL,150 MG CAPS.X 1,ANTIMICOTICO,FLUCONAZOL,CUBIERTOS
31520,4917382,DAMICOL,150 MG CAPS.X 2,ANTIMICOTICO,FLUCONAZOL,CUBIERTOS
43891,4917383,DAMICOL,150 MG CAPS.X 4,ANTIMICOTICO,FLUCONAZOL,CUBIERTOS
26005,4722331,FEMIXOL,150 MG COMP.X 1,ANTIMICOTICO,FLUCONAZOL,CUBIERTOS
26006,4722332,FEMIXOL,150 MG COMP.X 2,ANTIMICOTICO,FLUCONAZOL,CUBIERTOS
50517,6284973,FLUCODERM,150 MG COMP.RAN.X 4,ANTIMICOTICO,FLUCONAZOL,CUBIERTOS
44554,5103021,FLUCOGINKAN,150 MG COMP.RAN.X 1,ANTIMICOTICO,FLUCONAZOL,CUBIERTOS
42033,5103022,FLUCOGINKAN,150 MG COMP.RAN.X 2,ANTIMICOTICO,FLUCONAZOL,CUBIERTOS
42034,5103024,FLUCOGINKAN,150 MG COMP.RAN.X 4,ANTIMICOTICO,FLUCONAZOL,CUBIERTOS
31021,4425171,FLUCOLAF,100 MG COMP.X 9,ANTIMICOTICO,FLUCONAZOL,CUBIERTOS
31022,4425251,FLUCOLAF,150 MG COMP.X 1,ANTIMICOTICO,FLUCONAZOL,CUBIERTOS
31023,4425252,FLUCOLAF,150 MG COMP.X 2,ANTIMICOTICO,FLUCONAZOL,CUBIERTOS
31024,4425253,FLUCOLAF,150 MG COMP.X 4,ANTIMICOTICO,FLUCONAZOL,CUBIERTOS
31019,4425091,FLUCOLAF,50 MG COMP.X 3,ANTIMICOTICO,FLUCONAZOL,CUBIERTOS
31020,4425092,FLUCOLAF,50 MG COMP.X 9,ANTIMICOTICO,FLUCONAZOL,CUBIERTOS
13409,3636301,FLUCONAZOL 200 SOLUFLEX,200 MG IV INY.SOL.X100ML,ANTIMICOTICO,FLUCONAZOL,CUBIERTOS
30219,4358431,FLUCONAZOL DENVER FARMA,150 MG COMP.X 2,ANTIMICOTICO,FLUCONAZOL,CUBIERTOS
44471,4358432,FLUCONAZOL DENVER FARMA,150 MG COMP.X 4,ANTIMICOTICO,FLUCONAZOL,CUBIERTOS
20416,4250841,FLUCONAZOL FABRA 100,COMP.X 7,ANTIMICOTICO,FLUCONAZOL,CUBIERTOS
20417,4250922,FLUCONAZOL FABRA 150,COMP.X 2,ANTIMICOTICO,FLUCONAZOL,CUBIERTOS
20415,4250761,FLUCONAZOL FABRA 50,COMP.X 7,ANTIMICOTICO,FLUCONAZOL,CUBIERTOS
39778,5458132,FLUCONAZOL ILAB,150 MG COMP.X 2,ANTIMICOTICO,FLUCONAZOL,CUBIERTOS
31608,4341421,FLUCONAZOL NORTHIA,150 MG COMP.REC.X 2,ANTIMICOTICO,FLUCONAZOL,CUBIERTOS
44790,9944790,FLUCONAZOL NORTHIA,150 MG COMP.REC.X 4,ANTIMICOTICO,FLUCONAZOL,CUBIERTOS
16273,3955924,FLUCONAZOL RICHET,100 MG COMP.X 10,ANTIMICOTICO,FLUCONAZOL,CUBIERTOS
16275,3964752,FLUCONAZOL RICHET,150 MG COMP.X 2,ANTIMICOTICO,FLUCONAZOL,CUBIERTOS
47500,3964753,FLUCONAZOL RICHET,150 MG COMP.X 4,ANTIMICOTICO,FLUCONAZOL,CUBIERTOS
16277,3956094,FLUCONAZOL RICHET,200 MG COMP.X 10,ANTIMICOTICO,FLUCONAZOL,CUBIERTOS CON AUTORIZACION PREVIA
21803,4284680,FLUCONAZOL RICHET,50MG/5ML SUSP.ORAL X35ML,ANTIMICOTICO,FLUCONAZOL,CUBIERTOS
18090,408832,FLUCONAZOL ROUX OCEFA,200 MG IV ENV.X 100 ML,ANTIMICOTICO,FLUCONAZOL,CUBIERTOS
25755,9925755,FLUCONAZOL TUTEUR,100 MG INY.A.X 1,ANTIMICOTICO,FLUCONAZOL,CUBIERTOS
25756,9925756,FLUCONAZOL TUTEUR,200 MG INY.A.X 1,ANTIMICOTICO,FLUCONAZOL,CUBIERTOS
25754,9925754,FLUCONAZOL TUTEUR,50 MG INY.A.X 1,ANTIMICOTICO,FLUCONAZOL,CUBIERTOS
14109,3764851,FLUCONAZOL VANNIER,100 MG COMP.X 7,ANTIMICOTICO,FLUCONAZOL,CUBIERTOS
14110,3764931,FLUCONAZOL VANNIER,150 MG COMP.X 1,ANTIMICOTICO,FLUCONAZOL,CUBIERTOS
40851,3764932,FLUCONAZOL VANNIER,150 MG COMP.X 2,ANTIMICOTICO,FLUCONAZOL,CUBIERTOS
14108,3764771,FLUCONAZOL VANNIER,50 MG COMP.X 7,ANTIMICOTICO,FLUCONAZOL,CUBIERTOS
32540,498941,FLUCONOVAG,2 MG/ML F.A.X 1 X 100 ML,ANTIMICOTICO,FLUCONAZOL,CUBIERTOS
48143,3715681,FLUPEC,150 MG COMP.X 2,ANTIMICOTICO,FLUCONAZOL,CUBIERTOS
48144,3715682,FLUPEC,150 MG COMP.X 4,ANTIMICOTICO,FLUCONAZOL,CUBIERTOS
48145,3715683,FLUPEC,150 MG COMP.X 8,ANTIMICOTICO,FLUCONAZOL,CUBIERTOS
21765,4322111,FLUZOL,150 MG COMP.X 2,ANTIMICOTICO,FLUCONAZOL,CUBIERTOS
21766,4322112,FLUZOL,150 MG COMP.X 4,ANTIMICOTICO,FLUCONAZOL,CUBIERTOS
40575,5583972,FUNGICIL,150 MG CAPS.X 2,ANTIMICOTICO,FLUCONAZOL,CUBIERTOS
40576,5583973,FUNGICIL,150 MG CAPS.X 4,ANTIMICOTICO,FLUCONAZOL,CUBIERTOS
46528,9946528,FUNGOCINA,100 MG COMP.X 100,ANTIMICOTICO,FLUCONAZOL,CUBIERTOS CON AUTORIZACION PREVIA
50782,3951043,FUNGOCINA,100 MG COMP.X 16,ANTIMICOTICO,FLUCONAZOL,CUBIERTOS
35792,3951042,FUNGOCINA,100 MG COMP.X 30,ANTIMICOTICO,FLUCONAZOL,CUBIERTOS CON AUTORIZACION PREVIA
16282,3951041,FUNGOCINA,100 MG COMP.X 8,ANTIMICOTICO,FLUCONAZOL,CUBIERTOS
16283,3951201,FUNGOCINA,150 MG COMP.X 1,ANTIMICOTICO,FLUCONAZOL,CUBIERTOS
46529,9946529,FUNGOCINA,150 MG COMP.X 100,ANTIMICOTICO,FLUCONAZOL,CUBIERTOS CON AUTORIZACION PREVIA
16284,3951202,FUNGOCINA,150 MG COMP.X 2,ANTIMICOTICO,FLUCONAZOL,CUBIERTOS
18589,3951204,FUNGOCINA,150 MG COMP.X 4,ANTIMICOTICO,FLUCONAZOL,CUBIERTOS
50783,3951208,FUNGOCINA,150 MG COMP.X 8,ANTIMICOTICO,FLUCONAZOL,CUBIERTOS
50784,3951123,FUNGOCINA,200 MG COMP.X 12,ANTIMICOTICO,FLUCONAZOL,CUBIERTOS
35793,3951122,FUNGOCINA,200 MG COMP.X 30,ANTIMICOTICO,FLUCONAZOL,CUBIERTOS CON AUTORIZACION PREVIA
16285,3951121,FUNGOCINA,200 MG COMP.X 6,ANTIMICOTICO,FLUCONAZOL,CUBIERTOS
50781,3950972,FUNGOCINA,50 MG COMP.X 10,ANTIMICOTICO,FLUCONAZOL,CUBIERTOS
16281,3950971,FUNGOCINA,50 MG COMP.X 8,ANTIMICOTICO,FLUCONAZOL,CUBIERTOS
37254,5397422,FUNGOTOTAL,150 MG COMP.X 2,ANTIMICOTICO,FLUCONAZOL,CUBIERTOS
50148,5397423,FUNGOTOTAL,150 MG COMP.X 4,ANTIMICOTICO,FLUCONAZOL,CUBIERTOS
18629,4187581,HONGUIL PLUS,CAPS.ORAL X 1,ANTIMICOTICO,FLUCONAZOL,CUBIERTOS
18630,4187582,HONGUIL PLUS,CAPS.ORAL X 2,ANTIMICOTICO,FLUCONAZOL,CUBIERTOS
21291,4187583,HONGUIL PLUS,CAPS.ORAL X 4,ANTIMICOTICO,FLUCONAZOL,CUBIERTOS
39629,4187584,HONGUIL PLUS,CAPS.ORAL X 8,ANTIMICOTICO,FLUCONAZOL,CUBIERTOS
31260,5048821,KLONARIZOL,150 MG COMP.X 2,ANTIMICOTICO,FLUCONAZOL,CUBIERTOS
49365,9949365,LABSAZOL NOVO 150 MG,150 MG COMP.X 2,ANTIMICOTICO,FLUCONAZOL,CUBIERTOS
22199,4445211,MICOLIS NOVO,150 MG CAPS.X 1,ANTIMICOTICO,FLUCONAZOL,CUBIERTOS
22200,4445212,MICOLIS NOVO,150 MG CAPS.X 2,ANTIMICOTICO,FLUCONAZOL,CUBIERTOS
31843,4445214,MICOLIS NOVO,150 MG CAPS.X 4,ANTIMICOTICO,FLUCONAZOL,CUBIERTOS
45632,5136481,MICORAL FLUCO,CAPS.X 1,ANTIMICOTICO,FLUCONAZOL,CUBIERTOS
45633,5136482,MICORAL FLUCO,CAPS.X 2,ANTIMICOTICO,FLUCONAZOL,CUBIERTOS
45634,5136483,MICORAL FLUCO,CAPS.X 4,ANTIMICOTICO,FLUCONAZOL,CUBIERTOS
10665,3128353,MUTUM,100 MG COMP.X 15,ANTIMICOTICO,FLUCONAZOL,CUBIERTOS CON AUTORIZACION PREVIA
10666,3128355,MUTUM,100 MG COMP.X 30,ANTIMICOTICO,FLUCONAZOL,CUBIERTOS
16364,3512711,MUTUM,150 MG COMP.X 1,ANTIMICOTICO,FLUCONAZOL,CUBIERTOS
16365,3512712,MUTUM,150 MG COMP.X 2,ANTIMICOTICO,FLUCONAZOL,CUBIERTOS
23526,3512713,MUTUM,150 MG COMP.X 4,ANTIMICOTICO,FLUCONAZOL,CUBIERTOS
43799,3512714,MUTUM,150 MG COMP.X 8,ANTIMICOTICO,FLUCONAZOL,CUBIERTOS
11746,3512893,MUTUM,200 MG COMP.X 10,ANTIMICOTICO,FLUCONAZOL,CUBIERTOS CON AUTORIZACION PREVIA
11963,3512896,MUTUM,200 MG COMP.X 30,ANTIMICOTICO,FLUCONAZOL,CUBIERTOS CON AUTORIZACION PREVIA
10664,3128273,MUTUM,50 MG COMP.X 15,ANTIMICOTICO,FLUCONAZOL,CUBIERTOS
9719,3128271,MUTUM,50 MG COMP.X 3,ANTIMICOTICO,FLUCONAZOL,CUBIERTOS
9720,3128272,MUTUM,50 MG COMP.X 9,ANTIMICOTICO,FLUCONAZOL,CUBIERTOS
11744,3128431,MUTUM,50 MG F.A.X 1,ANTIMICOTICO,FLUCONAZOL,CUBIERTOS
28950,3639872,NAXO C,150 MG CAPS.X 2,ANTIMICOTICO,FLUCONAZOL,CUBIERTOS
46176,6017261,NIMIC 150,150 MG COMP.X 1,ANTIMICOTICO USO SISTEMICO,FLUCONAZOL,CUBIERTOS
46177,6017262,NIMIC 150,150 MG COMP.X 2,ANTIMICOTICO USO SISTEMICO,FLUCONAZOL,CUBIERTOS
46178,6017263,NIMIC 150,150 MG COMP.X 4,ANTIMICOTICO USO SISTEMICO,FLUCONAZOL,CUBIERTOS
46179,6017264,NIMIC 150,150 MG COMP.X 8,ANTIMICOTICO USO SISTEMICO,FLUCONAZOL,CUBIERTOS
48005,4341422,OROBACIAN,150 MG COMP.REC.X 4,ANTIMICOTICO,FLUCONAZOL,CUBIERTOS
30739,4065634,PERIPLUM,150 MG CAPS.X 1,ANTIMICOTICO,FLUCONAZOL,CUBIERTOS
17135,4065631,PERIPLUM,150 MG CAPS.X 2,ANTIMICOTICO,FLUCONAZOL,CUBIERTOS
17136,4065632,PERIPLUM,150 MG CAPS.X 4,ANTIMICOTICO,FLUCONAZOL,CUBIERTOS
22587,4065633,PERIPLUM,150 MG CAPS.X 8,ANTIMICOTICO,FLUCONAZOL,CUBIERTOS
26274,4743881,PONARIS,150 MG COMP.X 2,ANTIMICOTICO,FLUCONAZOL,CUBIERTOS
26275,4743882,PONARIS,150 MG COMP.X 4,ANTIMICOTICO,FLUCONAZOL,CUBIERTOS
26276,4743883,PONARIS,150 MG COMP.X 8,ANTIMICOTICO,FLUCONAZOL,CUBIERTOS
37866,5405421,PROSEDA F,150 MG COMP.X 2,ANTIMICOTICO,FLUCONAZOL,CUBIERTOS
37867,5405422,PROSEDA F,150 MG COMP.X 4,ANTIMICOTICO,FLUCONAZOL,CUBIERTOS
37868,5405551,PROSEDA F,200 MG COMP.X 2,ANTIMICOTICO,FLUCONAZOL,CUBIERTOS
9490,3122731,TRIFLUCAN,100 MG CAPS.X 7,ANTIMICOTICO,FLUCONAZOL,CUBIERTOS
11206,3122812,TRIFLUCAN,150 MG CAPS.X 2,ANTIMICOTICO,FLUCONAZOL,CUBIERTOS
24468,3122813,TRIFLUCAN,150 MG CAPS.X 4,ANTIMICOTICO,FLUCONAZOL,CUBIERTOS
10147,3122991,TRIFLUCAN,200 MG CAPS.X 7,ANTIMICOTICO,FLUCONAZOL,CUBIERTOS CON AUTORIZACION PREVIA
33522,5203111,GYNERIUM UD,CAPS.X 1+COMP.X 4 (1 DS),TRICOMONICIDA ANTIMICOTICO,FLUCONAZOL+SECNIDAZOL,CUBIERTOS
48307,6109421,AGULE,10 MG COMP.REC.X 15,ANTINEOPLASICO,FLUDARABINA,CUBIERTOS CON AUTORIZACION PREVIA
48305,6109551,AGULE,50 MG F.A.X 1 X 2 ML,ANTINEOPLASICO,FLUDARABINA,CUBIERTOS CON AUTORIZACION PREVIA
48306,6109552,AGULE,50 MG F.A.X 5 X 2 ML,ANTINEOPLASICO,FLUDARABINA,CUBIERTOS CON AUTORIZACION PREVIA
38179,5183671,FLUDAKEBIR,50 MG F.A.LIOF.X 1,CITOSTATICO,FLUDARABINA,CUBIERTOS CON AUTORIZACION PREVIA
38180,5183675,FLUDAKEBIR,50 MG F.A.LIOF.X 5,CITOSTATICO,FLUDARABINA,CUBIERTOS CON AUTORIZACION PREVIA
43007,5686421,FLUDARABINA FILAXIS,50 MG INY.AMP. X 1,CITOSTATICO,FLUDARABINA,CUBIERTOS CON AUTORIZACION PREVIA
43008,5686422,FLUDARABINA FILAXIS,50 MG INY.AMP. X 5,CITOSTATICO,FLUDARABINA,CUBIERTOS CON AUTORIZACION PREVIA
51162,630697,FLUDARABINA IMA,50 MG INY.F.A.LIOF.X 1,CITOSTATICO,FLUDARABINA,CUBIERTOS CON AUTORIZACION PREVIA
37070,5354713,FLUDARABINA MICROSULES,10 MG COMP.REC.X 15,CITOSTATICO,FLUDARABINA,CUBIERTOS CON AUTORIZACION PREVIA
34950,5275611,FLUDARABINA MICROSULES,50 MG INY.F.A.X 1,CITOSTATICO,FLUDARABINA,CUBIERTOS CON AUTORIZACION PREVIA
34951,5275613,FLUDARABINA MICROSULES,50 MG INY.F.A.X 5,CITOSTATICO,FLUDARABINA,CUBIERTOS CON AUTORIZACION PREVIA
45715,5838390,FLUDARABINA TUTEUR,10 MG COMP.REC.X 15,CITOSTATICO,FLUDARABINA,CUBIERTOS CON AUTORIZACION PREVIA
34615,4919360,FLUDARABINA TUTEUR,50 MG INY.F.A.X 5,CITOSTATICO,FLUDARABINA,CUBIERTOS CON AUTORIZACION PREVIA
41488,568613,FLUDARABINA VARIFARMA,10 MG COMP.REC.X 15,CITOSTATICO,FLUDARABINA,CUBIERTOS CON AUTORIZACION PREVIA
41489,5686261,FLUDARABINA VARIFARMA,50 MG INY.F.A.LIOF.X 1,CITOSTATICO,FLUDARABINA,CUBIERTOS CON AUTORIZACION PREVIA
41490,5686262,FLUDARABINA VARIFARMA,50 MG INY.F.A.LIOF.X 5,CITOSTATICO,FLUDARABINA,CUBIERTOS CON AUTORIZACION PREVIA
34485,5169781,FLURADOSA,50 MG INY.LIOF.F.A.X 1,CITOSTATICO,FLUDARABINA,CUBIERTOS CON AUTORIZACION PREVIA
34486,5169782,FLURADOSA,50 MG INY.LIOF.F.A.X 5,CITOSTATICO,FLUDARABINA,CUBIERTOS CON AUTORIZACION PREVIA
43000,5756971,FORCLINA,10 MG COMP. X 15,CITOSTATICO,FLUDARABINA,CUBIERTOS CON AUTORIZACION PREVIA
40801,4153581,FORCLINA,50 MG A.X 1,CITOSTATICO,FLUDARABINA,CUBIERTOS CON AUTORIZACION PREVIA
22808,2146432,LONIKAN,COMP.X 50,ANTIALERGICO ANTIINFLAMATORIO,FLUDROCORTISONA,CUBIERTOS
48540,9948540,FADAFLUMAZ,0.5 MG INY.A.X 50 X 5 ML,ANTAGONISTA BENZODIAZEPINICO,FLUMAZENIL,CUBIERTOS CON AUTORIZACION PREVIA
25603,3838101,FLUMANOVAG,0.5 MG/5 ML INY.A.X 1,ANTAGONISTA BENZODIAZEPINICO,FLUMAZENIL,CUBIERTOS CON AUTORIZACION PREVIA
50064,9950064,FLUMAZEN,0.5 MG/5 ML INY.A.X 5,ANTAGONISTA BENZODIAZEPINICO,FLUMAZENIL,CUBIERTOS CON AUTORIZACION PREVIA
21805,4114711,FLUMAZENIL RICHET,0.5 MG INY.A.X 1,ANTAGONISTA BENZODIAZEPINICO,FLUMAZENIL,CUBIERTOS CON AUTORIZACION PREVIA
21806,4114712,FLUMAZENIL RICHET,0.5 MG INY.A.X 5,ANTAGONISTA BENZODIAZEPINICO,FLUMAZENIL,CUBIERTOS CON AUTORIZACION PREVIA
5485,2438662,BERCETINA,COMP.X 40,VASODILATADOR CEREBRAL,FLUNARIZINA,CUBIERTOS
6806,2580711,FLUFENAL,10 MG COMP.X 20,VASODILATADOR CEREB.Y PERIF.,FLUNARIZINA,CUBIERTOS
6807,2580712,FLUFENAL,10 MG COMP.X 50,VASODILATADOR CEREB.Y PERIF.,FLUNARIZINA,CUBIERTOS
11009,2427273,MONDUS,COMP.X 30,VASODILATADOR CEREB.Y PERIF.,FLUNARIZINA,CUBIERTOS
12283,2578093,SIBELIUM,COMP.X 30,VASODILATADOR CEREB.Y PERIF.,FLUNARIZINA,CUBIERTOS
12284,2578094,SIBELIUM,COMP.X 60,VASODILATADOR CEREB.Y PERIF.,FLUNARIZINA,CUBIERTOS
9367,2080182,SIBELIUM PLUS,COMP.X 30,VASODILATADOR CEREB.Y PERIF.,FLUNARIZINA+NICERGOLINA,CUBIERTOS
4343,2080183,SIBELIUM PLUS,COMP.X 60,VASODILATADOR CEREB.Y PERIF.,FLUNARIZINA+NICERGOLINA,CUBIERTOS
31232,4982281,FLUNITRAZEPAM CEVALLOS,1 MG COMP.X 30,INDUCTOR DEL SUE?O,FLUNITRAZEPAM,CUBIERTOS
49248,6091551,MIRPAW,1 MG COMP.X 30,HIPNOTICO,FLUNITRAZEPAM,CUBIERTOS
29706,4919943,NERVOCURIL,1 MG COMP.X 30,HIPNOTICO,FLUNITRAZEPAM,CUBIERTOS
4743,3077371,PRIMUM,1 MG COMP.X 30,HIPNOTICO,FLUNITRAZEPAM,CUBIERTOS
16287,3969201,ROHYPNOL,1 MG COMP.LAQ.X 30,HIPNOTICO,FLUNITRAZEPAM,CUBIERTOS
32851,5145291,DUOFLU,SHAMP.X 120 ML+CAPS.X 1,CORTICOSTEROIDE,FLUOCINOLONA,CUBIERTOS
8318,986251,ULTRACUR S,PDA.X 10 G,CORTICOSTEROIDE TOPICO,FLUOCORTOLONA,CUBIERTOS
8320,989801,ULTRAPROCT,PDA.X 10 G,ANTIHEMORROIDAL,FLUOCORTOLONA+ASOC.,CUBIERTOS
14010,989802,ULTRAPROCT,PDA.X 30 G,ANTIHEMORROIDAL,FLUOCORTOLONA+ASOC.,CUBIERTOS
8321,990292,ULTRAPROCT,SUP.X 12,ANTIHEMORROIDAL,FLUOCORTOLONA+ASOC.,CUBIERTOS
10755,3397641,ADOLCAS,COMP.X 30,ANTIOSTEOPOROTICO,FLUOR+CALCIO,CUBIERTOS
10756,3397642,ADOLCAS,COMP.X 60,ANTIOSTEOPOROTICO,FLUOR+CALCIO,CUBIERTOS
51195,6285131,FLUORESCEINA 0.25%,FCO.GOTERO X 5 ML,MEDIO DE DIAGNOSTICO,FLUORESCEINA SODICA,CUBIERTOS
31300,9931300,FLUORESCEINA POEN,10% A.X 12,MEDIO DE DIAGNOSTICO,FLUORESCEINA SODICA,CUBIERTOS CON AUTORIZACION PREVIA
31640,3848001,FLUORESCEINA POEN,10% KIT X 1,MEDIO DE DIAGNOSTICO,FLUORESCEINA SODICA,CUBIERTOS
18280,6283421,FOTOPTIC,COLIR.X 5 ML,MEDIO DE DIAGNOSTICO,FLUORESCEINA SODICA+ASOC.,CUBIERTOS
241,2146272,F M L LIQUIFILM,SUSP.OFT.X 10 ML,CORTICOSTEROIDE OFTALMICO,FLUOROMETOLONA,CUBIERTOS
11935,3429991,FLAREX,SUSP.OFT.X 5 ML,CORTICOSTEROIDE OFTALMICO,FLUOROMETOLONA,CUBIERTOS
15103,3851131,EFEMOLINA,COLIRIO X 5 ML,CORTICOSTEROIDE OFTALMICO,FLUOROMETOLONA+ASOC.,CUBIERTOS
242,2170511,F M L NEO LIQUIFILM,SUSP.OFT.X 5 ML,ANTIINFECCIOSO ANTIINFLAMAT.,FLUOROMETOLONA+ASOC.,CUBIERTOS
6613,2795061,LARSIMAL,COLIRIO X 5 ML,ANTIINFLAM.OFTALMICO,FLUOROMETOLONA+ASOC.,CUBIERTOS
40612,560171,ACLER,CR.X 20 G,ANTINEOPLASICO,FLUOROURACILO,CUBIERTOS CON AUTORIZACION PREVIA
21747,2062281,EFUDIX,UNG.X 20 G,ANTINEOPLASICO,FLUOROURACILO,CUBIERTOS CON AUTORIZACION PREVIA
48829,6139001,FADA FLUOROURACILO,500 MG/10 ML F.A.X 5,ANTINEOPLASICO,FLUOROURACILO,CUBIERTOS CON AUTORIZACION PREVIA
