100013367,7702605106233,METOCLOPRAMIDA 10 MG 2 ML 5 AMPOLLAS GF,CJ,6114,6114,0,GENFAR S.A.,C58,0
100012160,7702605106240,TERBINAFINA CREMA 1% 20 GR GF,CJ,9981,9981,0,GENFAR S.A.,C58,0
100013986,7702605106257,CROMOGLICATO DE SODIO 2% NASAL 10 ML GF,FCO,7864,7864,0,GENFAR S.A.,C58,0
100013311,7702605106301,MELOXICAM 7.5 MG 30 TABLETAS GF,CJ,9467,9467,0,GENFAR S.A.,C58,0
100013371,7702605106509,DIPIRONA 2 ML AMPOLLA GF,CJ,1184,1184,0,GENFAR S.A.,C58,0
100013314,7702605106523,DEFLAZACORT 6 MG 10 TABLETAS GF,CJ,16514,16514,0,GENFAR S.A.,C58,0
100013315,7702605106530,DEFLAZACORT 30 MG 10 TABLETAS GF,CJ,54401,54401,0,GENFAR S.A.,C58,0
100015949,7702605106547,CALPRAX CLEAR 100 ML,FCO,6818,6818,0,GENFAR S.A.,C58,0
100015575,7702605106837,DESLORATADINA 0.5 MG JARABE 60 ML GF,FCO,14745,14745,0,GENFAR S.A.,C58,0
100014356,7702605106844,SIDELG 120 MG 30 CAPSULAS (M),CJ,86556,86556,0,WINTHROP PHARMACEUTICALS,E23,0
100014355,7702605106851,SIDELG 120 MG 60 CAPSULAS(A) (M),CJ,134822,134822,0,WINTHROP PHARMACEUTICALS,E23,0
100013983,7702605106936,AMIKACINA 500 MG 2 ML 10 AMPOLLAS GF,CJ,19162,19162,0,GENFAR S.A.,C58,0
100015518,7702605106967,MELOXICAM 15 MG 3 AMPOLLAS GF,CJ,7041,7041,0,GENFAR S.A.,C58,0
100014320,7702605107001,CLOPIDOGREL 75 MG 14 TABLETAS GF,CJ,11713,11713,0,GENFAR S.A.,C58,0
100014037,7702605107032,RUBOGEL 30 GR GEL GF,UN,23699,23699,0,GENFAR S.A.,C58,0
100015577,7702605107056,MINOCICLINA 100 MG 10 TABLETAS GF,CJ,20835,20835,0,GENFAR S.A.,C58,0
100015574,7702605107063,DESLORATADINA 5 MG 10 TABLETAS GF,CJ,10500,10500,0,GENFAR S.A.,C58,0
100015269,7702605107131,DOMPERIDONA SUSP.1 MG/1ML 60 ML GF,FCO,24594,24594,0,GENFAR S.A.,C58,0
100016192,7702605107155,GLEMINEX 500 MG+2.5 MG 30 TBS RECUBIERTA,CJ,28426,28426,0,WINTHROP PHARMACEUTICALS,E23,0
100016191,7702605107162,GLEMINEX 500 MG+5 MG 30 TBS RECUBIERTAS,CJ,31121,31121,0,WINTHROP PHARMACEUTICALS,E23,0
100015576,7702605107179,SECNIDAZOL 1 GR 2 TABLETAS GF,CJ,10185,10185,0,GENFAR S.A.,C58,0
100017980,7702605107193,AMIODARONA 200 MG 10 TABLETAS GF,CJ,15248,15248,0,GENFAR S.A.,C58,0
100016960,7702605107209,VALSARTAN 160 MG 12.5 MG 14 TABLETAS GF,CJ,28132,28132,0,GENFAR S.A.,C58,0
100017127,7702605107247,XILBAC 250 MG/5ML PPS 100 ML (A) (M),FCO,81932,81932,0,WINTHROP PHARMACEUTICALS,E23,0
100016791,7702605107315,METOPROLOL 100 MG 30 TABLETAS GF,CJ,4488,4488,0,GENFAR S.A.,C58,0
100016934,7702605107322,TERBINAFINA SPRAY1% 30 MILILITROS GENFAR,FCO,15119,15119,0,GENFAR S.A.,C58,0
100016522,7702605107407,MIGRINON 100 TBS (T),CJ,38415,38415,0,WINTHROP PHARMACEUTICALS,E23,0
100017129,7702605107469,PREDNISOLONA 5 MG 30 TABLETAS GF,CJ,2231,2231,0,GENFAR S.A.,C58,0
100018181,7702605107599,VALYC 500 MG 10 TABLETAS GF (A),CJ,69733,54392,0,WINTHROP PHARMACEUTICALS,E23,22
100001699,7702605107643,COMPLEJO B 250 TABLETAS GF,CJ,16512,16512,0,GENFAR S.A.,C58,0
100018689,7702605107698,MOXIS 400 MG 7 TABLETAS GF,CJ,60413,60413,0,WINTHROP PHARMACEUTICALS,E23,0
100018183,7702605107858,VALYC 1 GR 5 TABLETAS GF (A),CJ,64970,64970,0,WINTHROP PHARMACEUTICALS,E23,0
100018182,7702605107865,VALYC 1 GR 21 TABLETAS GF (A),CJ,210330,166197,0,WINTHROP PHARMACEUTICALS,E23,20.98
100017505,7702605107902,GENFARGRIP 12 TABLETAS GF,CJ,6790,6790,0,GENFAR S.A.,C58,0
100017508,7702605107919,GENFARGRIP 100 TABLETAS GF (T),UN,47380,47380,0,GENFAR S.A.,C58,0
100017450,7702605107926,DOLINOF 10 TABLETAS GF,CJ,27672,20646,0,WINTHROP PHARMACEUTICALS,E23,25.39
100018693,7702605107964,SIDELG 60 MG 90 CAPSULAS (A) (M),CJ,79391,79391,0,WINTHROP PHARMACEUTICALS,E23,0
100009721,7702605108268,GENFARGRIP 325+5MG/5ML  JBE 60 ML GF,FCO,6653,6653,0,GENFAR S.A.,C58,0
100018690,7702605108329,MOXIS 400 MG 5 TABLETAS GF,CJ,43150,43150,0,WINTHROP PHARMACEUTICALS,E23,0
100019160,7702605108336,MIGRINON GOTAS 30 ML,FCO,18355,18355,0,WINTHROP PHARMACEUTICALS,E23,0
100001828,7702605108343,VERAPAMILO 80 MG 50 TABLETAS GF,UN,5876,5876,0,GENFAR S.A.,C58,0
100018976,7702605108367,CLOBETASOL 0.05% CREMA 30 GR GF,TBO,6894,6894,0,GENFAR S.A.,C58,0
100019587,7702605108398,DOLICA 75 MG 30 CAP.(P)43132,CJ,36790,35719,0,WINTHROP PHARMACEUTICALS,E23,2.91
100019586,7702605108404,DOLICA 150 MG 30 CAP.(P)86265,CJ,64125,58706,0,WINTHROP PHARMACEUTICALS,E23,8.45
100019026,7702605108411,IBANIC 150 MG 1 TABLETA,CJ,62974,62974,0,WINTHROP PHARMACEUTICALS,E23,0
100018785,7702605108497,NITAZOXANIDA 100 MG/5 ML SUSP.30 ML GF,FCO,11366,11366,0,GENFAR S.A.,C58,0
100018784,7702605108503,NITAZOXANIDA 100 MG/5 ML SUSP.60 ML GF,FCO,14188,14188,0,GENFAR S.A.,C58,0
100018786,7702605108527,NITAZOXANIDA 500 MG 6 TBS GF,CJ,9937,9937,0,GENFAR S.A.,C58,0
100021383,7702605108565,TELMISARTAN 80 MG 30 TABLETAS GF,CJ,88455,88455,0,GENFAR S.A.,C58,0
100019585,7702605108602,SULOSIN LP 0.4 MG 30 CAPSULAS,CJ,47415,47415,0,WINTHROP PHARMACEUTICALS,E23,0
100018975,7702605108619,CIPROFIBRATO 100 MG 10 TABLETAS GF,CJ,16538,16538,0,GENFAR S.A.,C58,0
100018974,7702605108626,CIPROFIBRATO 100 MG 20 TABLETAS GF,CJ,27668,27668,0,GENFAR S.A.,C58,0
100019511,7702605108701,ACETAMINOFEN 150 MG JARABE 90 ML GF,FCO,3682,3682,0,GENFAR S.A.,C58,0
100021563,7702605109036,MOMETASONA 0.05 SPRAY NASAL FRASCO 18 GR,CJ,23901,36771,0,GENFAR S.A.,C58,53.85
100001763,7702605109517,MEBENDAZOL 100 MG SUSPENSION 30 ML GF,FCO,1829,1829,0,GENFAR S.A.,C58,0
200019922,7702609005372,AGUA MANANTIAL SIN GAS 600 ML 24 UDS,FCO,38329,25553,0,INDUSTRIA NACIONAL DE GAS,I88,33.33
200002335,7702626102696,BETUN CHERRY NEGRO 12 GR,UN,653,653,0.16,RECKITT BENCKISER,F96,0
200002336,7702626102702,BETUN CHERRY MARRON 12 GR,UN,653,653,0.16,RECKITT BENCKISER,F96,0
200002351,7702626103150,BRASSO BRILLAMETAL 25 GR,UN,2353,2353,0.16,RECKITT BENCKISER,F96,0
200002346,7702626104003,BETUN CHERRY AUTOBRIL.NEGRO 60 ML,UN,4055,4055,0.16,RECKITT BENCKISER,F96,0
200002345,7702626104010,BETUN CHERRY AUTOBRIL.MARRON 60 ML,UN,4055,4055,0.16,RECKITT BENCKISER,F96,0
200002344,7702626104041,BETUN CHERRY AUTOBRIL.BLANCO 60 ML,UN,4055,4055,0.16,RECKITT BENCKISER,F96,0
200002369,7702626109114,SAMPIC LAVANDA 500 ML,UN,1899,1899,0.16,RECKITT BENCKISER,F96,0
200002368,7702626109121,SAMPIC FLOR DEL CAMPO 500 ML,UN,1899,1899,0.16,RECKITT BENCKISER,F96,0
200023772,7702626170374,VEET BANDAS PIEL SENSIBLE PG6 LL8 P.ESP,OFE,16874,16874,0.16,RECKITT BENCKISER,F96,0
200023771,7702626170381,VEET BAN.ESS.SUPREMA PG 6 LL8 P.ESP,OFE,16874,8437,0.16,RECKITT BENCKISER,F96,50
200023770,7702626170398,VEET BANDAS PIEL NORM PG 6 LL 8 P.ES,OFE,16874,16874,0.16,RECKITT BENCKISER,F96,0
200023769,7702626170404,VEET BANDAS PIEL SECA PG 6 LL8 P.ESP,OFE,16874,16874,0.16,RECKITT BENCKISER,F96,0
200031770,7702626171814,2 VEET CRE.DEP.NAT.PAPAYA 100ML S.OFE,OFE,12841,12841,0.16,RECKITT BENCKISER,F96,0
200031771,7702626171876,VEET CREM.DEP.NAT.CAMELIA 100ML+ESMALTES,OFE,12843,9853,0.16,RECKITT BENCKISER,F96,23.28
200015400,7702626202280,VEET CREMA DEPILATORIA PIEL NORMAL 50 ML,UN,5695,5695,0.16,RECKITT BENCKISER,F96,0
200024950,7702626202518,BETUN CHERRY CREMA AUTOBRIL.NEGRO 35 GR,UN,5508,5508,0.16,RECKITT BENCKISER,F96,0
200024970,7702626202525,BETUN CHERRY CREMA AUTOBRIL.MARRON 35GR,UN,5508,5508,0.16,RECKITT BENCKISER,F96,0
200011961,7702626202600,BETUN CHERRY NEGRO 30 GR,UN,2323,2323,0.16,RECKITT BENCKISER,F96,0
200012143,7702626202617,BETUN CHERRY MARRON 30 GR,UN,2323,2323,0.16,RECKITT BENCKISER,F96,0
200011927,7702626202648,BETUN CHERRY AZUL 30 GR,UN,2323,2323,0.16,RECKITT BENCKISER,F96,0
200011925,7702626202655,BETUN CHERRY MIEL 30 GR,UN,2323,2323,0.16,RECKITT BENCKISER,F96,0
200011928,7702626202662,BETUN CHERRY INCOLORO 30 GR,UN,2323,2323,0.16,RECKITT BENCKISER,F96,0
200012140,7702626202716,BETUN CHERRY NEGRO 65 GR,UN,4043,4043,0.16,RECKITT BENCKISER,F96,0
200018128,7702626203478,VEET CREMA DEPILATORIA P.SENSIBLE 50 ML,UN,5695,5695,0.16,RECKITT BENCKISER,F96,0
200018166,7702626203485,VEET CREMA DUCHA PIEL NORMAL 100 ML,UN,12958,12958,0.16,RECKITT BENCKISER,F96,0
200018165,7702626203492,VEET CREMA DUCHA PIEL SECA 100 ML,UN,12958,11811,0.16,RECKITT BENCKISER,F96,8.85
200019720,7702626203904,VEET 3 BANDAS MI PRIMERA VEZ,CJ,8628,8628,0.16,RECKITT BENCKISER,F96,0
200022163,7702626204895,REPELENTE REPELEX SPRAY 120 ML,UN,8980,8980,0,RECKITT BENCKISER,F96,0
200029673,7702626204925,GEL ANTIBACTERIAL DETTOL 200 ML,FCO,9761,9761,0,RECKITT BENCKISER,F96,0
200029675,7702626204932,GEL ANTIBACTERIAL DETTOL 50 ML,FCO,3890,3890,0,RECKITT BENCKISER,F96,0
200022510,7702626204949,JABON DETTOL LIQUIDO ORIGINAL 220 ML,UN,5899,5899,0.16,RECKITT BENCKISER,F96,0
200029674,7702626205083,2 GEL ANTIBACTERIAL DETTOL 50 ML  P.ESP.,OFE,6223,6223,0,RECKITT BENCKISER,F96,0
100017649,7702626205830,GAVISCON SUSPENSION MENTA 300 ML,FCO,28229,28229,0,RECKITT BENCKISER,F96,0
100017648,7702626205847,GAVISCON SUSPENSION MENTA 10 ML X 12 UDS,UN,12962,12962,0,RECKITT BENCKISER,F96,0
200024947,7702626206752,VEET CREMA FACIAL 30 ML,UN,4442,4442,0.16,RECKITT BENCKISER,F96,0
100019174,7702626208572,MUCINEX 600 MG 20 TBS,CJ,20447,20447,0,RECKITT BENCKISER,F96,0
200028566,7702626210308,BETUN CHERRY NEGRO CREMA SACHET 12 ML,UN,653,653,0.16,RECKITT BENCKISER,F96,0
200028974,7702626211053,VEET CREMA DEP.NATURALS PAPAYA 100 ML,UN,9852,9852,0.16,RECKITT BENCKISER,F96,0
200028975,7702626211091,VEET CREMA DEP.NATURALS CAMELIA 100 ML,UN,9852,9852,0.16,RECKITT BENCKISER,F96,0
100020742,7702626211770,GAVISCON DOBLE ACCION SUSP.10 ML X 12UDS,CJ,14813,14813,0,RECKITT BENCKISER,F96,0
100020743,7702626211794,GAVISCON DOBLE ACCION SUSPENSION 300 ML,FCO,32262,30725,0,RECKITT BENCKISER,F96,4.76
200002355,7702626361062,GRIFFIN AUTOBRILLANTE 70 NEGRO 60 ML,UN,4097,4097,0.16,RECKITT BENCKISER,F96,0
200002354,7702626363042,GRIFFIN AUTOBRILLANTE 70 BLANCO 60 ML,UN,4097,4097,0.16,RECKITT BENCKISER,F96,0
200002352,7702626363103,GRIFFIN ALLWITE CREMA 25 GR,UN,2810,2810,0.16,RECKITT BENCKISER,F96,0
200002353,7702626363134,GRIFFIN ALLWITE CREMA 70 GR,UN,4339,3841,0.16,RECKITT BENCKISER,F96,11.48
200002362,7702626569055,REPELENTE REPELEX SUPER AEROSOL 115 GR,UN,9123,8162,0,RECKITT BENCKISER,F96,10.53
200002364,7702626569079,REPELENTE REPELEX SUPER ROLLON 40 ML,UN,5668,5668,0,RECKITT BENCKISER,F96,0
100015774,7702635032250,VOLTAREN 150 MG 7 TABLETAS (M),CJ,41468,41468,0,NOVARTIS DE COLOMBIA S.A.,E99,0
100016032,7702635075561,TETANOL PUR 0.5ML JER.PRELLENADA UNI.(R),UN,10720,10720,0,NOVARTIS DE COLOMBIA S.A.,E99,0
100004422,7702635101871,LOPRESOR 50 MG 40 GRAGEAS,CJ,44072,44072,0,NOVARTIS DE COLOMBIA S.A.,E99,0
100004491,7702635119999,TAVEGYL 20 COMPRIMIDOS,CJ,25770,25770,0,NOVARTIS DE COLOMBIA S.A.,E99,0
100004511,7702635122029,VOLTAREN 50 MG 10 BLISTER 3 GRAGEAS,CJ,54912,54912,0,NOVARTIS DE COLOMBIA S.A.,E99,0
100004376,7702635123040,DIOVAN HCT 80/12.5 MG 28 TBS (A)(M),CJ,162176,162176,0,NOVARTIS DE COLOMBIA S.A.,E99,0
100004400,7702635123118,FORADIL 12 MG 1 INH 30 CAPSULAS (A),CJ,78174,78174,0,NOVARTIS DE COLOMBIA S.A.,E99,0
100017603,7702635138105,LOSARTAN 50 MG 30 TABLETAS SZ,CJ,9614,9614,0,NOVARTIS DE COLOMBIA S.A.,E99,0
100017602,7702635138112,LOSARTAN 100 MG 30 TABLETAS SZ,CJ,21246,21246,0,NOVARTIS DE COLOMBIA S.A.,E99,0
100004500,7702635143512,TRILEPTAL 6% SUSP100 ML (E345)(M),FCO,55881,55881,0,NOVARTIS DE COLOMBIA S.A.,E99,0
100016364,7702635144236,PAROXETINA 20 MG 10 TABLETAS SZ,CJ,10094,10094,0,NOVARTIS DE COLOMBIA S.A.,E99,0
100004377,7702635145134,DIOVAN HCT 80/12.5 MG 14 COMP.(M),CJ,85142,93506,0,NOVARTIS DE COLOMBIA S.A.,E99,9.82
100004341,7702635147701,BENZETACIL L.A.2.400.000 U.I. AMPOLLA,AMP,15585,15585,0,NOVARTIS DE COLOMBIA S.A.,E99,0
100004448,7702635147909,PEN VEE K 250 MG SUSPENSION 100 ML,FCO,35364,35364,0,NOVARTIS DE COLOMBIA S.A.,E99,0
100004374,7702635151937,DIOVAN HCT 160/12.5 MG 14 TBS (M),CJ,93506,93506,0,NOVARTIS DE COLOMBIA S.A.,E99,0
100007868,7702635153450,VOLTAREN 75 MG 5 AMPOLLAS (T),CJ,56448,56448,0,NOVARTIS DE COLOMBIA S.A.,E99,0
100004375,7702635155850,DIOVAN HCT 160/25 MG 14 TBS (A)(M),CJ,97228,97228,0,NOVARTIS DE COLOMBIA S.A.,E99,0
100011214,7702635164982,CORYOL 25 MG 30 TABLETAS (A),CJ,60705,60705,0,NOVARTIS DE COLOMBIA S.A.,E99,0
100011215,7702635164999,CORYOL 12.5 MG 30 TABLETAS,CJ,42964,42964,0,NOVARTIS DE COLOMBIA S.A.,E99,0
100011212,7702635165002,CORYOL 6.25 MG 30 TABLETAS,CJ,21603,21603,0,NOVARTIS DE COLOMBIA S.A.,E99,0
100004343,7702635165026,BINOCLAR 500 MG 10 TABLETAS,CJ,53222,46418,0,NOVARTIS DE COLOMBIA S.A.,E99,12.78
100011540,7702635181071,MEBUCAINA 12 COMPRIMIDOS,DIS,9048,9048,0,NOVARTIS DE COLOMBIA S.A.,E99,0
100018863,7702635191278,ACILIBRE 20 MG 14 TABLETAS SZ,CJ,59705,54154,0,NOVARTIS DE COLOMBIA S.A.,E99,9.3
100018862,7702635191285,ACILIBRE 40 MG 14 TABLETAS SZ,CJ,65797,59680,0,NOVARTIS DE COLOMBIA S.A.,E99,9.3
100004434,7702635195023,MIACALCID 100 MG 5 AMPOLLAS (R) (E456),CJ,174627,174627,0,NOVARTIS DE COLOMBIA S.A.,E99,0
100004401,7702635195184,FORMITROL N 150 COMPRIMIDOS(A),DIS,88859,88859,0,NOVARTIS DE COLOMBIA S.A.,E99,0
100004435,7702635195627,MIACALCID 200 UI SPRAY NASAL (R),CJ,189887,189887,0,NOVARTIS DE COLOMBIA S.A.,E99,0
100004410,7702635195801,LAMISIL SPRAY 1% 30 ML,UN,22959,22959,0,NOVARTIS DE COLOMBIA S.A.,E99,0
100015664,7702635196976,DOMPERIDONA 10 MG 20 TABLETAS SZ,CJ,26245,25481,0,NOVARTIS DE COLOMBIA S.A.,E99,2.91
100015662,7702635196983,METFORMINA 850 MG 30 TABLETAS SZ,CJ,11087,9188,0,NOVARTIS DE COLOMBIA S.A.,E99,17.13
100020633,7702635288817,EXFORGE HCT 10 MG/320 MG/25 MG 28 COMP.,CJ,195358,195359,0,NOVARTIS DE COLOMBIA S.A.,E99,0
100013344,7702635408154,BINOCLAR 250 MG SUSPENSION 60 ML,FCO,38454,33537,0,NOVARTIS DE COLOMBIA S.A.,E99,12.79
100021036,7702635487777,PEN VEE K 500 MG 50 TABLETAS,CJ,60232,60232,0,NOVARTIS DE COLOMBIA S.A.,E99,0
100004427,7702635620426,MEBUCAINA 24 COMPRIMIDOS,CJ,17951,17951,0,NOVARTIS DE COLOMBIA S.A.,E99,0
100004484,7702635626206,SULFACOL POLVO 18 GR,UN,15690,15690,0,NOVARTIS DE COLOMBIA S.A.,E99,0
100012014,7702635707615,STALEVO 150/37.5 MG 30 TABLETAS  (A),CJ,106663,106663,0,NOVARTIS DE COLOMBIA S.A.,E99,0
100012013,7702635707622,STALEVO 100/25 MG 30 TABLETAS  (A),CJ,106663,106663,0,NOVARTIS DE COLOMBIA S.A.,E99,0
100012012,7702635707677,STALEVO 50/12.5 MG 30 TABLETAS  (A),CJ,106663,106663,0,NOVARTIS DE COLOMBIA S.A.,E99,0
100012934,7702635709626,EXFORGE 5 MG/80 MG 28 COMP. (A)(M),CJ,171686,171686,0,NOVARTIS DE COLOMBIA S.A.,E99,0
100012932,7702635709671,EXFORGE 5 MG/160 MG 28 TBS (M),CJ,188255,188255,0,NOVARTIS DE COLOMBIA S.A.,E99,0
100012931,7702635710110,EXFORGE 10 MG/160 MG 28 TBS (A)(M),CJ,188255,188255,0,NOVARTIS DE COLOMBIA S.A.,E99,0
100012548,7702635710202,DIOVAN HCT 160/12.5 MG 28 TBS (A)(M),CJ,177599,177599,0,NOVARTIS DE COLOMBIA S.A.,E99,0
100012933,7702635710424,EXFORGE 5 MG/160 MG 14 TBS (A)(M),CJ,99116,99116,0,NOVARTIS DE COLOMBIA S.A.,E99,0
100015235,7702635710592,TEGRETOL 2% JARABE 100 ML,FCO,16242,16242,0,NOVARTIS DE COLOMBIA S.A.,E99,0
100015550,7702635712961,GALVUS 50 MG 28 COMPRIMIDOS (M),CJ,42603,42603,0,NOVARTIS DE COLOMBIA S.A.,E99,0
100016314,7702635714163,DIOVAN HCT 320/12.5 MG 28 TBS (A)(M),CJ,181407,181407,0,NOVARTIS DE COLOMBIA S.A.,E99,0
100014183,7702635714347,RASILEZ 150 MG 28 TABLETAS(A),CJ,163548,163548,0,NOVARTIS DE COLOMBIA S.A.,E99,0
100016215,7702635716044,GENTEAL GOTAS LUBRICANTES 15 ML (T) (M),FCO,38755,38755,0,ALCON DE COLOMBIA S.A,A13,0
100015551,7702635716853,GALVUS 50 MG 56 COMPRIMIDOS(A) (M),CJ,78815,78815,0,NOVARTIS DE COLOMBIA S.A.,E99,0
100017744,7702635716938,EXFORGE HCT 10 MG/160 MG 28COMP(A)(M),CJ,195359,195359,0,NOVARTIS DE COLOMBIA S.A.,E99,0
100017745,7702635716945,EXFORGE HCT 5 MG/160 MG 28 COMP(A)(M),CJ,195359,195359,0,NOVARTIS DE COLOMBIA S.A.,E99,0
100015549,7702635717409,GALVUS MET 50 MG/850 MG 28 COMP.(M),CJ,42603,42603,0,NOVARTIS DE COLOMBIA S.A.,E99,0
100015547,7702635717416,GALVUS MET 50 MG/1000 MG 28 COMP.(M),CJ,42603,42603,0,NOVARTIS DE COLOMBIA S.A.,E99,0
100016196,7702635717423,GALVUS MET 50 MG/500 MG 28 COMP (M),CJ,42603,42603,0,NOVARTIS DE COLOMBIA S.A.,E99,0
100015548,7702635717485,GALVUS MET 50 MG/850 MG 56 COMP(A)(T)(M),CJ,78815,78815,0,NOVARTIS DE COLOMBIA S.A.,E99,0
100015546,7702635717492,GALVUS MET 50 MG/1000 MG 56 COMP(A) (M),CJ,78815,78815,0,NOVARTIS DE COLOMBIA S.A.,E99,0
100016932,7702635718338,TRILEPTAL 600 MG 30 TABLETAS (A)(M),CJ,116627,116627,0,NOVARTIS DE COLOMBIA S.A.,E99,0
100017391,7702635720423,TRILEPTAL 300 MG 30 TABLETAS (M),CJ,58314,58314,0,NOVARTIS DE COLOMBIA S.A.,E99,0
100017746,7702635721963,ONBRIZE BREEZHALER 150 MCG 30 CAPS. (A),CJ,134068,134068,0,NOVARTIS DE COLOMBIA S.A.,E99,0
100018728,7702635722137,VITALUX PLUS OMEGA 3 28 CAPSULAS,CJ,37888,37888,0.16,ALCON DE COLOMBIA S.A,A13,0
100004476,7702635725688,SIRDALUD 4 MG 20 COMPRIMIDOS (M),CJ,81289,81289,0,NOVARTIS DE COLOMBIA S.A.,E99,0
200000086,7702645100017,ACEITE RICINO 60 ML MENTA LEON,FCO,3850,3554,0,LAB. LEON LTDA,E16,7.69
100008956,7702645100024,ACTYBIL POLVO 1 SOBRE,UN,2870,2650,0,LAB. LEON LTDA,E16,7.67
100003804,7702645100079,AZUDERM UNGUENTO 20 GR,UN,4340,4006,0,LAB. LEON LTDA,E16,7.7
200017908,7702645100178,GLICERINA CARBONATADA 7 ML LEON,UN,1610,1486,0,LAB. LEON LTDA,E16,7.7
200010523,7702645100253,MOTAS DORMOLAS FRASCO 8 ML,FCO,2380,2197,0,LAB. LEON LTDA,E16,7.69
100003811,7702645100277,PIPOL JARABE 60 ML,FCO,6300,5816,0,LAB. LEON LTDA,E16,7.68
100019325,7702645100376,ARNICAL LOCION 25 ML 12 UDS LEON,PAQ,14963,13813,0,LAB. LEON LTDA,E16,7.69
200015564,7702645100413,ACEITE ALMENDRAS 1 ONZA 12 UDS LEON,UN,10676,9855,0.16,LAB. LEON LTDA,E16,7.69
200000093,7702645100437,ALCOHOL YODADO 25 ML 12 UDS LEON,FCO,13213,12197,0,LAB. LEON LTDA,E16,7.69
200010524,7702645100512,TINTURA DE RUIBARBO 25 ML 12 UDS LEON,FCO,14963,13813,0,LAB. LEON LTDA,E16,7.69
200015570,7702645100703,TINTURA DE BENJUI 500 ML LEON,UN,10751,9924,0,LAB. LEON LTDA,E16,7.69
200029577,7702645200045,ALCANFOR 70 TBS LEON (IVA),UN,27492,25378,0.16,LAB. LEON LTDA,E16,7.69
200029576,7702645200120,SAL DE EPSOM CAJA 100 GM LEON (IVA),CJ,1247,1151,0.16,LAB. LEON LTDA,E16,7.7
200029574,7702645200274,ACEITE MANZANILLA 25 ML 12 UDS LEON,PAQ,11767,10862,0.16,LAB. LEON LTDA,E16,7.69
200029575,7702645200342,ACEITE RICINO 25 ML 12 UDS LEON (IVA),PAQ,11767,10862,0.16,LAB. LEON LTDA,E16,7.69
200017905,7702645200632,ACEITE DE ALMENDRAS 500 ML LEON,UN,6712,6196,0.16,LAB. LEON LTDA,E16,7.69
200011306,7702645201585,CLORURO DE MAGNESIO 30 GR LEON,FCO,2270,2096,0.16,LAB. LEON LTDA,E16,7.67
200011030,7702645201592,NAFTALINA PEPAS FRASCO 150 UDS,FCO,16071,14836,0,LAB. LEON LTDA,E16,7.68
200000104,7702645201653,BICARBONATO DE SODIO 500 GR LEON,CJ,1777,1641,0.16,LAB. LEON LTDA,E16,7.65
200000090,7702645201745,ACIDO BORICO 500 GR LEON,CJ,3948,3645,0.16,LAB. LEON LTDA,E16,7.67
200000120,7702645201820,SULFATO DE MAGNESIA 500 GR LEON,CJ,1974,1822,0.16,LAB. LEON LTDA,E16,7.7
200011305,7702645201844,CLORURO DE MAGNESIO 500 GR LEON,PAQ,5626,5194,0.16,LAB. LEON LTDA,E16,7.68
200015559,7702645201974,VASELINA BLANCA 500 GR LEON,UN,7206,8193,0.16,LAB. LEON LTDA,E16,13.7
200015556,7702645202100,LINAZA MOLIDA 500 GR LEON,UN,4047,3735,0.05,LAB. LEON LTDA,E16,7.71
200029807,7702645208058,ACIDO SALICILICO 24 SOBRES LEON,CJ,7855,7251,0.16,LAB. LEON LTDA,E16,7.69
200029806,7702645208133,ANIS ESTRELLADO 24 SOBRES LEON,CJ,8229,7596,0.16,LAB. LEON LTDA,E16,7.69
200029804,7702645208478,SULFATO DE SODIO 24 SOBRES LEON,CJ,3366,3108,0.16,LAB. LEON LTDA,E16,7.66
200029479,7702661072015,ACEITE CERO VITAMINA E 400 ML,FCO,8276,7449,0.16,LAB. CERO S.A.,E09,9.99
200029478,7702661077010,ACEITE CERO EN GEL ALOE VERA 155 ML,FCO,5657,5092,0.16,LAB. CERO S.A.,E09,9.99
200014806,7702661143029,COPITOS HUMEDOS CERO 80 UDS,TAR,4489,4489,0.16,LAB. CERO S.A.,E09,0
200031484,7702661149953,COPITOS CERO 150 UDS GTS 100 COPITOS,OFE,5798,5798,0.16,LAB. CERO S.A.,E09,0
200029475,7702661255012,BANO ESPUMOSO CERO CHICLE 400 ML,FCO,8463,7617,0.16,LAB. CERO S.A.,E09,10
200029476,7702661256019,BANO ESPUMOSO CERO SANDIA 200 ML,FCO,4863,4376,0.16,LAB. CERO S.A.,E09,10.01
200029474,7702661256026,BANO ESPUMOSO CERO SANDIA 400 ML,FCO,8463,7617,0.16,LAB. CERO S.A.,E09,10
200023626,7702661341265,CREMA CERO CALENDULA 30 GR,CJ,3689,3507,0.16,LAB. CERO S.A.,E09,4.93
200014519,7702661343061,CREMA CERO CALENDULA 50 GR,UN,5657,5657,0.16,LAB. CERO S.A.,E09,0
200014520,7702661344068,CREMA CERO CALENDULA 110 GR,UN,9912,9912,0.16,LAB. CERO S.A.,E09,0
200023625,7702661351264,CREMA CERO BEBES 30 GR,CJ,3585,3366,0.16,LAB. CERO S.A.,E09,6.11
200023627,7702661351271,CREMA CERO ALOE VERA 30 GR,CJ,3689,3507,0.16,LAB. CERO S.A.,E09,4.93
200030884,7702661351523,CREMA CERO 30 GR SURTIDA PREC.ESPECIAL,OFE,7892,7892,0.16,LAB. CERO S.A.,E09,0
200000013,7702661353015,CREMA CERO 50 GR,UN,5517,5517,0.16,LAB. CERO S.A.,E09,0
200000014,7702661353077,CREMA CERO ALOE VERA 50 GR,UN,5657,5657,0.16,LAB. CERO S.A.,E09,0
